VA1,0,
VA10,0,
VA11,0,
VA12,0,
VA2,0,
VA3,0,
VA4,0,
VA5,0,
VA6,0,
VA7,0,
VA8,0,
VA9,0,
VB1,0,
VB10,0,
VB11,0,
VB2,0,
VB3,0,
VB4,0,
VB5,0,
VB6,0,
VB7,0,
VB8,0,
VB9,0,
VC1,0,
VC2,0,
VC3,0,
VC4,0,
VC5,0,
VC6,0,
VD1,2,VA1,DD1
VD10,1,VB9
VD11,3,AVAR,VB10,VA11
VD12,3,VA11,VB11,VA12
VD13,3,AVAR,PVCR,VA12
VD2,3,VB2,DD1,VA2
VD3,2,VA3,VB2
VD4,0,
VD5,3,AVAR,VA5,VB4
VD6,3,VA6,AVAL,VB5
VD7,0,
VD8,1,VA8
VD9,0,
